Código interno;Nome;Preço regular;ativo;estoque;Código de barras;Promocao;Data termino promocao
6402;Figos Em Calda 850G Inteiros;15,28891636;False;249;;;
550;File Coxa De Frango C/ Sobrecoxa Kg;2,280891847;False;580;550;;
12892;File De Merluza 500G Sopesca;71,21696279;False;911;7,89823E+12;;
412;File Mignon Kg;53,65297662;False;725;;;
11777;File Sardinha C/ Pele 500G So Pesca;10,60798164;False;286;7,89823E+12;;
15263;Filé de Peito em Bifes Temperado com Cebola na Manteiga 800g IQF COPACOL;19,8103132;False;541;7,89153E+12;;
14875;Filme Assa Pratico Rolo Lumipam 5M;5,597319171;False;168;7,89893E+12;;
14870;Filme Assa Pratico Saco Lumipam 5Un;31,89221406;False;704;7,89893E+12;;
11931;Filme Assarapido Wyda 10Un;23,12626141;False;980;;;
13155;Filme Pvc Wyda 15M 28Cm;54,82692279;False;683;;;
11716;Filtrado Doce Brasileiro Branco Chuva de Prata Garrafa 660ml;12,29957872;False;116;7,89607E+12;;
11714;Filtrado Doce Brasileiro Uva Cereser Garrafa 660ml;34,85218246;False;295;7,89607E+12;;
7074;Filtro Jovita 103;14,12173967;False;563;;;
7075;Filtro Melitta 102 30Un;12,50055815;False;258;;;
7076;Filtro Melitta 103;1,665922497;False;534;;;
14351;Filtro Papel Pilao 102;16,3570991;False;160;7,89896E+12;;
14350;Filtro Papel Pilao 103;11,05699432;False;715;7,89896E+12;;
7073;Filtro de Papel Brigitta 102 Caixa 30 Unidades;9,199899121;False;15;7,89102E+12;;
13623;Filtro de Papel Brigitta 103 Caixa 30 Unidades;18,29741753;False;247;7,89102E+12;;
10508;Filtro de Papel para Cafeteira Elétrica Melitta nº 2 Caixa 30 Unidades;6,281101137;False;148;7,89102E+12;;
10509;Filtro de Papel para Cafeteira Elétrica Melitta nº 4 Caixa 30 Unidades;32,95941523;False;369;7,89102E+12;;
11329;Finalizador Muriel Alisena Tradicional Frasco 100g;25,78542097;False;385;7,89628E+12;;
9251;Fio Dental Colgate 50M;8,952407299;False;477;;;
9252;Fio Dental Colgate 50M Menta;9,359016829;False;978;;;
15031;Fio Dental Dentil 50M Original;1,590139092;False;974;7,89859E+12;;
14497;Fio Dental Dentil Leve 100M Pague 50M Menta;29,77508124;False;886;7,89859E+12;;
13085;Fio Dental Dentil Premium  50M Menta;1,402567059;False;694;7,89819E+12;;
13576;Fio Dental Dentil Premium Lv 100M Pg 50M;48,70186226;False;373;;;
9256;Fio Dental Hillo 50M;1,600958396;False;455;9256;;
13589;Fio P/ Telefone Interno Use Util;31,13181054;False;21;7,89677E+12;;
12710;Fio Paralelo Use Util 2X0,50 300V 5M;11,26303209;False;975;;;
8365;Fita Adesiva Lila;42,06304481;False;660;8365;;
15563;Fita Adesiva Use Util 10M;16,68444242;False;746;7,89677E+12;;
15337;Fita Adesiva Use Util 45M;23,0525931;False;263;7,89677E+12;;
8366;Fita Crepe Lila 1Un;8,435886136;False;932;;;
14509;Fita Crepe Use E Util;50,62753531;False;457;7,89677E+12;;
9258;Fita Dental Johnsons Expasion 50M;28,69269304;False;333;;;
12711;Fita Dupla Face 10M Use Util;31,75953209;False;828;;;
12712;Fita Isolante 5Metro Especial;33,61850768;False;974;;;
12391;Fita Isolante 750V 3M 18mm x 5m;34,04535919;False;838;7,89104E+12;;
12713;Fita Isolante Norton 10M;20,04426273;False;668;12713;;
15374;Fita Isolante Norton 20M;27,66105388;False;861;7,89532E+12;;
12715;Fita Isolante Use Util 10M;4,516178742;False;940;;;
12716;Fita Isolante Use Util 5M;8,687160512;False;773;;;
8367;Fita Lila Dupla Face 1Un;49,22807701;False;895;;;
8368;Fita Para Embalar Lila;9,947146249;False;484;;;
12833;Fita Scotch 3M Transparente;6,830232271;False;907;;;
13094;Fita Scotch Para Empacotamento 45Mm X 45Mm Marrom;59,19019775;False;761;78921498;;
11612;Fita Transparente Adere 45M;12,85398182;False;93;7,89619E+12;;
13141;Fixador Guarany 40G;10,47772772;False;171;;;
13947;Fixed Gel Modelador 250G Brilho Molhado;3,084224696;False;111;7,89821E+12;;
6515;Flan Royal 40G Chocolate;10,04493411;False;400;;;
12412;Flanela Klustra Grande;6,862157877;False;404;7,89123E+12;;
12411;Flanela Klustra Pequena;22,24529769;False;812;7,89894E+12;;
13606;Flocão de Milho KICALDO 500g;8,176961441;False;172;7,89612E+12;;
103;Fogazza Atum C/ Queijo Kg;56,11617965;False;548;;;
201;Fogazza Calabresa C/ Catupiry;37,29426987;False;17;;;
89;Fogazza De Frios Kg;14,99575508;False;584;;;
164;Fogazza Marguerita Kg;39,81853113;False;556;;;
242;Fogazza Portuguesa Kg;13,64167708;False;330;;;
11926;Folha Aluminio Lumipam 7,5Mx30Cm;23,2921311;False;105;;;
11929;Folha De Louro Cordeiro 5G;8,864629883;False;817;;;
14328;Folha De Louro Semeador 8G;3,955760004;False;648;7,89894E+12;;
11322;Folhas para Depilação Corporal Depi Roll Profissional 99mm x 160mm 16 Unidades;69,82143362;False;805;7,8989E+12;;
11346;Folhas para Depilação Facial Depi Roll Profissional 34mm x 80mm 16 Unidades;8,518269207;False;371;7,8989E+12;;
6480;Fondant De Leite E Coco Minnas 130G;2,182978661;False;765;;;
6377;Fondant De Leite Minnas 130G;47,69935277;False;613;;;
14373;Fondant Leite C/ Amendoim St Helena 110G;59,27578894;False;965;7,89634E+12;;
8369;Fone De Ouvido Lila;42,74684263;False;923;;;
15668;Forma Bolos/Tortas/Pudim 24,5Xccm;25,41710807;False;332;7,8997E+12;;
12487;Forma Inplast C/2Un Gelo;31,58622221;False;149;;;
15658;Forma Para Bolos E Tortas 24Cm;26,44422924;False;796;7,8997E+12;;
15659;Forma Para Bolos E Tortas 26Cm;52,82617754;False;877;7,8997E+12;;
15660;Forma Para Bolos E Tortas 28Cm;3,697180946;False;198;7,8997E+12;;
12424;Forma Pudim Inplast Microondas;50,54653269;False;217;;;
12002;Forminha Azul N5 200Un Use Util;24,40864394;False;558;;;
13508;Forminha Azul N6 200Un Use Util;15,78254352;False;2;7,89677E+12;;
12005;Forminha Branca N5 200Un Use Util;55,06972716;False;728;;;
13513;Forminha Branca N6 200Un Use Util;6,297649207;False;737;7,89677E+12;;
12003;Forminha Rosa N5 200Un Use Util;14,94596055;False;549;12003;;
12004;Forminha Rosa N6 200Un Use Util;19,66889331;False;75;;;
12521;Fosforo Parana 10Un;24,08120084;False;883;;;
12523;Fosforo Pinheiro 10Un;19,69679242;False;864;;;
12520;Fósforos GUARANY Com 400 Unidades em 10 Caixas;13,19093022;False;492;7,89891E+12;;
15029;Fralda Calça MAMYPOKO Dia & Noite Jumbo G;23,06501289;False;927;7,89895E+12;;
15030;Fralda Calça MAMYPOKO Dia & Noite Jumbo XG;1,958875006;False;521;7,89895E+12;;
11035;Fralda Desc Capricho Hiper Eg/50Un Rei L;0,375923992;False;500;;;
11036;Fralda Desc Capricho Hiper G/60Un Rei Le;3,45893453;False;663;;;
11037;Fralda Desc Capricho Hiper M/70Un Rei Le;28,13278458;False;536;11037;;
10966;Fralda Desc Hipopo Jumbinho M/20Un;13,99473055;False;256;;;
10967;Fralda Desc Hipopo Jumbinho P/22Un;8,687786924;False;743;;;
10968;Fralda Desc Hipopo Jumbinho Xg/14Un;35,65878476;False;588;;;
12390;Fralda Desc Hipopo Jumbo M/80Un;17,10885344;False;645;7,8997E+12;;
13578;Fralda Desc Isababy G 28Un;57,85105479;False;182;;;
13579;Fralda Desc Looney Tunes G/18Un Jumbinho;36,68163834;False;38;;;
13580;Fralda Desc Looney Tunes M/20Un Jumbinho;25,99508752;False;702;;;
13581;Fralda Desc Looney Tunes P/22Un Jumbinho;24,45525556;False;180;13581;;
13582;Fralda Desc Looney Tunes Xg/14Un Jumbinh;2,91839096;False;956;;;
10999;Fralda Desc Mamy Poko G 20Un;69,3887945;False;602;;;
11002;Fralda Desc Mamy Poko Xg Calca;6,489784696;False;471;;;
10972;Fralda Desc Sapeka Eg 16Un;77,25101834;False;551;;;
11003;Fralda Desc Sapeka G 20Un;10,98200194;False;428;;;
11004;Fralda Desc Sapeka M 24Un;0,65607881;False;156;;;
11005;Fralda Desc Sapeka P 28Un;58,14948182;False;159;;;
11207;Fralda Descartável Adulto Cotidian Clássica G Pacote 8 Unidades;8,692921508;False;445;7,8065E+12;;
12375;Fralda Descartável HIPOPÓ BABY Mega G 70 unidades;72,23718724;False;612;7,8997E+12;;
15416;Fralda Descartável Infantil Cremer G Pacote 24 Unidades;31,008655;False;604;7,89806E+12;;
15562;Fralda Descartável Infantil Cremer M Pacote 26 Unidades;79,76025544;False;525;7,89813E+12;;
14063;Fralda Descartável Infantil Cremer M Pacote 28 Unidades;73,27107389;False;614;7,89806E+12;;
13281;Fralda Descartável Infantil Cremer Magic Care G Pacote 34 Unidades;13,26461306;False;909;7,89806E+12;;
13280;Fralda Descartável Infantil Cremer Magic Care M Pacote 40 Unidades;57,15884419;False;654;7,89806E+12;;
13906;Fralda Descartável Infantil Cremer XG Pacote 20 Unidades;28,61484698;False;904;7,89806E+12;;
13282;Fralda Descartável Infantil Cremer XG Pacote 28 Unidades;20,7663605;False;277;7,89806E+12;;
15476;Fralda Descartável Infantil Huggies Tripla Proteção G Pacote 18 Unidades;0,390521412;False;298;7,89601E+12;;
15477;Fralda Descartável Infantil Huggies Tripla Proteção M Pacote 18 Unidades;19,00014752;False;839;7,89601E+12;;
15349;Fralda Descartável Infantil Huggies Tripla Proteção M Pacote 24 Unidades;9,794706161;False;759;7,89601E+12;;
15475;Fralda Descartável Infantil Huggies Tripla Proteção P Pacote 24 Unidades;4,855144101;False;762;7,89601E+12;;
15350;Fralda Descartável Infantil Huggies Tripla Proteção P Pacote 28 Unidades;3,542793174;False;195;7,89601E+12;;
15352;Fralda Descartável Infantil Huggies Tripla Proteção XG Pacote 14 Unidades;25,232606;False;474;7,89601E+12;;
15351;Fralda Descartável Infantil Huggies Tripla Proteção XG Pacote 16 Unidades;16,26428824;False;799;7,89601E+12;;
15478;Fralda Descartável Infantil Huggies Tripla Proteção XXG Pacote 12 Unidades;26,63141586;False;998;7,89601E+12;;
13144;Fralda Descartável Infantil Pampers Confort Sec XG Pacote 34 Unidades;10,04384863;False;718;7,50044E+12;;
13419;Fralda Descartável Infantil Pampers Supersec G Pacote 26 Unidades;28,44766559;False;818;7,50044E+12;;
13404;Fralda Descartável Infantil Pampers Supersec M Pacote 30 Unidades;21,88462571;False;231;7,50044E+12;;
13415;Fralda Descartável Infantil Pampers Supersec P Pacote 34 Unidades;62,95563756;False;604;7,50044E+12;;
13401;Fralda Descartável Infantil Pampers Supersec XG Pacote 22 Unidades;0,780854961;False;259;7,50044E+12;;
10781;Fralda Descartável Infantil Pom Pom Protek Proteção de Mãe G Pacote 26 Unidades;52,42830841;False;731;7,89601E+12;;
14538;Fralda Descartável Infantil Pom Pom Protek Proteção de Mãe G Pacote 40 Unidades;1,747691929;False;876;7,89601E+12;;
10783;Fralda Descartável Infantil Pom Pom Protek Proteção de Mãe Grandinhos  Pacote 14 Unidades;8,882272873;False;736;7,89601E+12;;
10784;Fralda Descartável Infantil Pom Pom Protek Proteção de Mãe M Pacote 30 Unidades;37,67058031;False;122;7,89601E+12;;
14540;Fralda Descartável Infantil Pom Pom Protek Proteção de Mãe M Pacote 46 Unidades;78,74832892;False;8;7,89601E+12;;
10785;Fralda Descartável Infantil Pom Pom Protek Proteção de Mãe P Pacote 32 Unidades;15,69579224;False;466;7,89601E+12;;
10786;Fralda Descartável Infantil Pom Pom Protek Proteção de Mãe XG Pacote 22 Unidades;18,6042643;False;150;7,89601E+12;;
14539;Fralda Descartável Infantil Pom Pom Protek Proteção de Mãe XG Pacote 36 Unidades;17,38966356;False;58;7,89601E+12;;
11621;Fralda Descartável Infantil Pom Pom Protek Proteção de Mãe XXG Pacote 18 Unidades;51,63000363;False;392;7,89601E+12;;
11029;Fralda Descartável Infantil Roupinha Huggies Supreme Care G Pacote 18 Unidades;24,22827426;False;308;7,89601E+12;;
11038;Fralda Descartável Infantil Roupinha Huggies Supreme Care M Pacote 22 Unidades;50,60265783;False;545;7,89601E+12;;
11015;Fralda Descartável Infantil Roupinha Huggies Supreme Care XG Pacote 14 Unidades;9,770590508;False;223;7,89601E+12;;
10389;Fralda Descartável Infantil Sapeka P Pacote 9 Unidades;35,46809351;False;576;7,89816E+12;;
10793;Fralda Isababy M C/8;22,61420368;False;881;7,89152E+12;;
10794;Fralda Isababy P C/10;66,82537044;False;805;7,89152E+12;;
10791;Fralda Isababy Premium Eg 7Un;54,41838138;False;548;7,89152E+12;;
14287;Fralda Isababy Premium P 22Un;27,79174003;False;17;7,89152E+12;;
11017;Fralda Mamy Poko M 24Un;35,33161675;False;60;;;
11018;Fralda Mamy Poko M 24Un N;17,88022733;False;167;;;
13995;Fralda Mamy Poko P 24Un;1,011873138;False;478;7,89895E+12;;
11019;Fralda Monica Jbo G 28;9,008888384;False;221;;;
11021;Fralda Monica Jbo M 32;4,394940391;False;263;;;
11022;Fralda Monica Jbo M 32+2 Gratis;37,96450524;False;555;;;
11023;Fralda Monica Jbo P 36;6,223651761;False;807;;;
11024;Fralda Monica Jbo Xg 24Un;54,55911623;False;329;;;
11025;Fralda Monica Jbo Xg 26+2Gratis;12,53557381;False;682;;;
10980;Fralda Monica Tripla Eg8;26,02866003;False;636;;;
10981;Fralda Monica Tripla G9;30,47378124;False;499;;;
10982;Fralda Monica Tripla M10;71,68248958;False;207;;;
10983;Fralda Monica Tripla P 11;12,75942004;False;207;;;
10984;Fralda Pampers Confort Sec G 20Un;6,598058991;False;879;;;
13145;Fralda Descartável Infantil Pampers Confort Sec G Pacote 38 Unidades Grátis 4 Fraldas;20,77544021;False;716;7,50044E+12;;
11026;Fralda Pampers Confort Sec M 24Un;44,42390013;False;721;;;
13149;Fralda Descartável Infantil Pampers Confort Sec M Pacote 44 Unidades Grátis 4 Fraldas;53,71667069;False;241;7,50044E+12;;
13583;Fralda Pampers Confort Sec P 28Un;7,153788974;False;637;;;
11027;Fralda Pampers Confort Sec Xg 18Un;15,31627214;False;735;;;
10969;Fralda Pampers Confort Sec Xxg 18Un;70,26129805;False;686;;;
10792;Fralda Premium Isababy Regular Tamanho G com 7 unidades;24,71711354;False;170;7,89152E+12;;
152;Fraldinha A Vacuo Kg;75,22362491;False;661;;;
221;Fraldinha Fresca Kg;20,60155225;False;931;;;
13485;Frango A Passarinho Temp 1Kg Adoro;51,47374513;False;316;7,89756E+12;;
114;Frango A Passarinho Temp Kg;16,22936542;False;636;;;
267;Frango Facil Sadia 800G Coxas Temp;31,04129431;False;314;;;
115;Frango Inteiro Resfriado Kg;17,95632966;False;851;;;
476;Frango Picado Resfriado Kg;57,89908445;False;505;;;
12011;Franja Plissada 1.20M Verde;65,31367775;False;334;;;
12013;Franja Plissada Use Util 1.20M Azul;24,75699629;False;710;;;
13195;Franja Plissada Use Util 1.20M Ouro;25,62864399;False;958;;;
12014;Franja Plissada Use Util 1.20M Prata;9,318648067;False;711;;;
12015;Franja Plissada Use Util 1.20M Rosa;27,69632937;False;68;;;
12118;Franja Plissada Use Util 1.20M Vermelha;3,339014167;False;726;7,89677E+12;;
8741;Freegells Azedinho Morango 27,9G;10,25642054;False;997;7,89115E+12;;
301;Fressura Suina Kg;0,24686515;False;538;;;
14479;Frigideira Francesa Vermelha;6,720404825;False;437;7,89859E+12;;
14478;Frigideira MEGA Francesa Preta N20 1un;6,947420761;False;108;7,89859E+12;;
11756;Frutas Cristalizadas em Cubos La Violetera Pacote 150g;30,2642833;False;837;7,89109E+12;;
5170;Fuba Cordeiro 500G;61,41972751;False;248;;;
13868;Fuba Mimoso 500G Cesta Basica;11,30518874;False;15;;;
5173;Fuba Mimoso Ibiuna 1Kg;33,75169959;False;784;5173;;
5174;Fuba Mimoso Ibiuna 500G;9,230530693;False;843;;;
5175;Fuba Yoki 500G;11,82907645;False;433;;;
15651;Funil Pequeno 11Cm;25,65957517;False;787;7,89811E+12;;
14254;Fura Coco KEITA;3,152741326;False;136;7,89784E+12;;
12717;Fusivel Cart.30A;47,44732669;False;47;;;
12718;Fusivel Cartucho 60A 25V;55,75452899;False;645;;;
12719;Fusivel Rolha 30A/250V Use Util;26,79696811;False;627;;;
223;Galinha Kg;29,94013087;False;148;;;
477;Galinha Picada  Kg;40,63071375;False;768;;;
12677;Gancho Bucha N8 4Un;19,00531117;False;59;;;
13511;Garfo Refeicao Branco C/25 Use Util;6,308969712;False;270;7,89677E+12;;
12503;Garfo Refeicao Cristal C/10 Use Util;74,59436672;False;173;;;
13521;Garfo Refeicao Cristal C/25 Use Util;1,132950103;False;114;7,89677E+12;;
13318;Garfo Simonaggio Troia 2Un Azul;68,74481362;False;122;7,89621E+12;;
12505;Garfo Sobremesa Azul Use Util 10Un;38,96773945;False;571;;;
12506;Garfo Sobremesa Branco Use Util 10Un;8,051418618;False;291;;;
12507;Garfo Sobremesa Cristal 10Un;10,78298764;False;1000;;;
12508;Garfo Sobremesa Rosa Use Util;34,45211009;False;448;12508;;
38;Garrafa Cerv Skol 1L Retornavel;11,21973964;False;632;;;
232;Garrafa Coca Cola Retornavel 2L;1,295515332;False;914;;;
244;Garrafa Fanta Retornavel 2L;70,92743846;False;164;;;
15674;Garrafa Perola 2L;82,49839992;False;673;7,8961E+12;;
233;Garrafa Retornavel Coca Cola 1L Vidro;17,05023537;False;21;;;
14535;Garrafa Retornavel Fanta 1L Vidro;32,4850348;False;222;;;
237;Garrafa Retornavel Skol 300Ml;9,21963518;False;391;;;
15661;Garrafa Squeeze 650Ml;21,64410885;False;865;7,8997E+12;;
12334;Garrafa Term Alladin Cont Coloridas 500Ml - 1Und;87,62806467;False;743;7,89111E+12;;
15434;Garrafa Térmica ALADDIN 750ml;69,55696593;False;518;7,89111E+12;;
15435;Garrafa Térmica Acqua Futura Diversas 750ml Aladdin;79,2660728;False;260;7,89111E+12;;
12333;Garrafa Termica Alladin 1 L Continenta;17,95339502;False;753;7,89111E+12;;
11583;Garrafa de Mesa ALADDIN ATX Continental REF 3531 1L;15,262237;False;746;7,89111E+12;;
4;Gas Agranel;54,17189695;False;266;;;
15614;Gel Aco Nilux 250G;31,37559909;False;854;7,89201E+12;;
15612;Gel Cera Oleo Argan Nilux 250G;35,47736854;False;417;7,89831E+12;;
15615;Gel Cola Brilho Molhado Nilux 250G;0,963079239;False;626;7,89502E+12;;
10010;Gel Cola Jhow Hair 1Kg;0,889135223;False;116;;;
10012;Gel Cola Jhow Hair 500G;46,67244484;False;642;;;
10014;Gel Cola Kanechon 230G;41,06974521;False;542;;;
10869;Gel Cola Tra La La Kids 250G;38,75903493;False;810;;;
13925;Gel De Cabelo Fixador Modelador 250G Incolor;47,00488202;False;953;7,89821E+12;;
12470;Gel Dental Infantil com Flúor Tutti Frutti Hot Wheels Condor Bambinos 2 Caixa 50g;56,46057078;False;918;7,89106E+12;;
12624;Gel Dental Xtra Mint Sorriso Fresh Caixa 90g;1,782857565;False;298;7,89153E+12;;
13271;Gel Fix Bedran 230G Blue;10,08977289;False;551;7,89622E+12;;
13270;Gel Fix Bedran 230G Crystal;9,206461269;False;421;7,89622E+12;;
10025;Gel Fix Bozzano 300G Laranja;2,214822874;False;643;;;
15609;Gel Fix  E Modelador Nilux 500G;55,99314115;False;996;7,89831E+12;;
10034;Gel Fix Ny Looks Forte 250G;9,747115326;False;214;;;
15606;Gel Fix Premium Nilux 250G;3,398868952;False;941;7,89831E+12;;
10035;Gel Fix Summer 220G 2 Forte Rosa;78,94821321;False;321;;;
10036;Gel Fix Summer 220G 3 Fix Media;23,73869027;False;772;;;
10030;Gel Fixador 240gr Extraforte Ny. Looks;39,74116385;False;740;7,89135E+12;;
13929;Gel Fixador Extraforte Dia Bozzano Estilos Pote 230g;0,094432346;False;374;7,89135E+12;;
13709;Gel Fixador KANECHOMN Azul 230g;19,76674949;False;54;7,89369E+12;;
13928;Gel Fixador Média Dia Bozzano Estilos Pote 230g;26,62967088;False;50;7,89135E+12;;
14992;Gel Fixador Média Dia Bozzano Estilos Pote 230g;32,52135486;False;509;7,89135E+12;;
10022;Gel Fixador Mega Forte Ação Prolongada Bozzano Pote 300g;11,3334139;False;63;7,89135E+12;;
10032;Gel Fixador Mega Forte Ny. Looks Frasco 240g;8,497524517;False;186;7,89135E+12;;
13587;Gel Jhow Hair 240G Hiper Bonder;45,05096319;False;907;;;
10039;Gel Jhow Hair 250G Cola;11,30291718;False;48;;;
10708;Gel Sanit Sanol 50G Campos De Lavanda;34,51208667;False;533;;;
11052;Gel Silicone Monza 250G;54,77070923;False;802;;;
15610;Gel Super Cola Nilux 1Kg;9,507156337;False;789;7,89832E+12;;
15607;Gel Super Cola Nilux 250G Extra Forte;18,5735347;False;485;7,89832E+12;;
15613;Gel Super Cola Nilux 600G;27,33060311;False;597;7,89832E+12;;
15608;Gel Super Pedra Nilux 250G Extra Forte;5,612644857;False;492;7,89201E+12;;
10870;Gel Transformes Phisalia 150G Efeito Col;0,235498923;False;531;10870;;
13588;Geladinho Americano Buscle 1Un 55Ml;28,96141291;False;82;;;
6561;Gelatina 20G Oetker Cereja;0,601097868;False;561;7,89105E+12;;
14537;Gelatina DR.OETKER Açaí com Banana 20g;5,693361047;False;68;7,89105E+12;;
10971;Gelatina Gelitas 96G Digos;82,17309878;False;917;7,89739E+12;;
10357;Gelatina NEILAR Sem Sabor Incolor 24g;20,28798061;False;834;7,89671E+12;;
10057;Gelatina NEILAR Zero Açúcar Limão 12G;0,711506297;False;657;7,89671E+12;;
6558;Gelatina Oetker 12G Zero Morango;76,93695972;False;897;;;
10598;Gelatina Oetker Framboesa 20g;7,439032267;False;236;7,89105E+12;;
6562;Gelatina Oetker Limão 20g;10,13610099;False;976;7,89105E+12;;
14593;Gelatina Po Dr Oetker 20G Cer/Amora Silv;34,35973141;False;18;7,89105E+12;;
6565;Gelatina Royal 24G S/ Sabor;54,51444048;False;769;;;
6566;Gelatina Royal 25G Morango;1,112011706;False;996;;;
6574;Gelatina SOL Tutti Frutti 25g;10,22883124;False;175;7,89601E+12;;
6575;Gelatina Sol 35G Uva;71,98285559;False;170;;;
13590;Gelatina em Pó Abacaxi Diet Dr. Oetker Caixa 12g;7,969418527;False;112;7,89105E+12;;
6568;Gelatina em Pó Abacaxi Sol Pacote 25g;25,64699129;False;228;7,89601E+12;;
14098;Gelatina em Pó Blueberry Bretzke Caixa 30g;45,4696555;False;193;7,89607E+12;;
14099;Gelatina em Pó Cereja Bretzke Caixa 30g;7,421995758;False;906;7,89607E+12;;
6569;Gelatina em Pó Cereja Sol Pacote 25g;77,44267054;False;341;7,89601E+12;;
14546;Gelatina em Pó Cereja Zero Açúcar Dr. Oetker Caixa 12g;16,4842381;False;829;7,89105E+12;;
6560;Gelatina em Pó DR.OETKER Abacaxi 30g;15,12966064;False;805;7,89105E+12;;
14934;Gelatina em Pó DR.OETKER Maracujá 20g;3,184410854;False;673;7,89105E+12;;
6563;Gelatina em Pó DR.OETKER Morango 20g;2,033840178;False;766;7,89105E+12;;
6564;Gelatina em Pó DR.OETKER Uva 20g;89,60376818;False;518;7,89105E+12;;
14100;Gelatina em Pó Framboesa Bretzke Caixa 30g;25,78731932;False;197;7,89607E+12;;
6570;Gelatina em Pó Framboesa Sol Pacote 25g;18,49277109;False;252;7,89601E+12;;
13975;Gelatina em Pó Framboesa Zero Açúcar Dr. Oetker Caixa 12g;28,31919013;False;314;7,89105E+12;;
14101;Gelatina em Pó Limão Bretzke Caixa 30g;23,20538519;False;272;7,89607E+12;;
6571;Gelatina em Pó Limão Sol Envelope 25g;9,421381855;False;907;7,89601E+12;;
14382;Gelatina em Pó Manga Bretzke Caixa 30g;1,749777768;False;419;7,89607E+12;;
14469;Gelatina em Pó Maracujá Bretzke Caixa 30g;74,07489778;False;870;7,89607E+12;;
14102;Gelatina em Pó Morango Bretzke Caixa 30g;15,03359379;False;819;7,89607E+12;;
6573;Gelatina em Pó Morango Sol Envelope 25g;48,61574628;False;994;7,89601E+12;;
13307;Gelatina em Pó Morango Zero Açúcar Royal Pacote 12g;20,62454866;False;130;7,6223E+12;;
10543;Gelatina em Pó SOL Maracujá 25g;34,71291376;False;235;7,89601E+12;;
14103;Gelatina em Pó Uva Bretzke Caixa 30g;13,89350755;False;692;7,89607E+12;;
6559;Gelatina em Pó Uva Diet Dr. Oetker Caixa 12g;11,53378845;False;87;7,89105E+12;;
10544;Gelatina em Pó Uva Sol Envelope 25g;56,20982359;False;785;7,89601E+12;;
13308;Gelatina em Pó Uva Zero Açúcar Royal Pacote 12g;87,56368142;False;900;7,6223E+12;;
15022;Gelatinas Arcor 70G Bamboles;9,407013091;False;744;7,79058E+12;;
6327;Gelatines Docile 80G Amoras;48,21068484;False;61;;;
6328;Gelatines Docile 80G Banana;12,67678949;False;89;;;
6329;Gelatines Docile 80G Beijo;1,87579506;False;959;;;
6330;Gelatines Docile 80G Cao E Gato;27,42053432;False;38;6330;;
6331;Gelatines Docile 80G Cobrinhas;4,272691455;False;888;;;
6332;Gelatines Docile 80G Dente De Vampiro;3,375697154;False;20;;;
6333;Gelatines Docile 80G Festa;19,97231654;False;305;;;
6334;Gelatines Docile 80G Minhocas Citricas;17,65934918;False;928;;;
6335;Gelatines Docile 80G Mix De Frutas;86,7281355;False;757;;;
6336;Gelatines Docile 80G Ursinho;5,817852937;False;886;;;
12167;Geleia Framboesa Queensberry Classic Vidro 320g;10,58276199;False;936;7,89621E+12;;
15231;Geleia Jabuticaba Linea Vidro 230g;2,471484947;False;792;7,896E+12;;
6458;Geleia Linea Zero 230G Amora;2,211311311;False;761;;;
6460;Geleia Linea Zero 230G Morango;10,94297605;False;533;6460;;
12248;Geleia Morango Queensberry Classic Vidro 320g;16,44476389;False;796;7,89621E+12;;
6463;Geleia Predilecta 230G Morango;18,9020321;False;952;;;
6464;Geleia Predilecta 230G Uva;59,21719048;False;174;;;
247;Gelo Bom Gelo;17,68564602;False;852;;;
13152;Genfloc Piscina Clarificante 1Lt;30,55619294;False;894;;;
42;Gengibre;0,966133701;False;592;;;
13591;Gengibre Moido Kitano 15G;6,16654573;False;400;;;
13202;Gin Dry Seagers Garrafa 980ml;9,837075485;False;992;7,89112E+12;;
14453;Girl Brinquedo Digos 30G;15,14381095;False;21;7,89739E+12;;
8370;Giz De Cera Lila 12 Cores;9,994910042;False;687;;;
13196;Glicose Yoki 350G Bisnaga;26,46352276;False;56;;;
40;Goiaba Vermelha Kg;24,89132476;False;730;;;
12340;Goiabada 300G Cesta Basica;21,56051366;False;238;;;
6381;Goiabada Anhebi 300G Cremosa;0,925755449;False;497;;;
6382;Goiabada Anhebi 300G Pote;15,81687352;False;7;;;
6383;Goiabada Anhebi 500G Cascao Tp;6,171204942;False;391;;;
6384;Goiabada Anhebi 600G;8,852968037;False;51;;;
13592;Goiabada Anhembi 500G;7,274059457;False;462;;;
6385;Goiabada Fugini 300G;1,493121617;False;216;6385;;
12418;Goiabada OLIVEIRA 300g;42,35453327;False;88;7,8962E+12;;
6387;Goiabada Quero 300G Pote;34,43391666;False;767;;;
11301;Goiabada Quero Pacote 500g;6,311612894;False;260;7,8961E+12;;
6388;Goiabada Xavante 300G;2,141043657;False;332;;;
8835;Goma 100G;0,034106563;False;746;;;
12316;Goma Digos 200G;21,24075534;False;65;7,89739E+12;;
14081;Goma Mascar Mentos 56G P White;4,456076;False;905;78922334;;
14554;Goma Mentos Pure 8,5G Fruit;49,71759857;False;63;7,89514E+12;;
15529;Goma de Mascar Menta Verde Zero Açúcar Mentos Pure Fresh Envelope 8,5g 5 Unidades;30,08487913;False;916;7,89514E+12;;
14079;Goma de Mascar Mentos Pure Fresh 56g;1,099654748;False;345;78922310;;
